TF_ID	TF_name	gene_ID	gene_name	effect	evidence	evidence_function	confidence
ECK120012096	GntR	ECK120002343	gntU	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[SM|S|Site mutation]	[GEA|W|Gene expression analysis]	STRONG
ECK120012096	GntR	ECK120004388	idnD	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[GEA|W|Gene expression analysis]	WEAK
ECK120012096	GntR	ECK120002051	idnK	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[GEA|W|Gene expression analysis]	WEAK
ECK120012096	GntR	ECK120004387	idnO	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[GEA|W|Gene expression analysis]	WEAK
ECK120012096	GntR	ECK120004386	idnR	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[GEA|W|Gene expression analysis]	WEAK
ECK120012096	GntR	ECK120002317	idnT	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[GEA|W|Gene expression analysis]	WEAK
ECK120012096	GntR	ECK120004291	nfuA	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[]	WEAK
ECK120012096	GntR	ECK120004290	yhgH	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[]	WEAK
ECK120013141	GutM	ECK120000961	gutM	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120013141	GutM	ECK120000962	gutQ	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120013141	GutM	ECK120004460	srlA	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120013141	GutM	ECK120000959	srlB	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120013141	GutM	ECK120000960	srlD	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120013141	GutM	ECK120000958	srlE	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120013141	GutM	ECK120000963	srlR	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000260	acrE	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000261	acrF	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120001635	adeD	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120001457	adiA	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120001892	adiY	-	[BPP|S|Binding of purified proteins]	[]	STRONG
ECK120011294	H-NS	ECK120002452	alaU	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120002453	alaV	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000046	appY	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120003444	asr	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis],[IMP|W|Inferred from mutant phenotype]	STRONG
ECK120011294	H-NS	ECK120000110	bglB	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000111	bglF	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000112	bglG	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120004441	bglJ	-	[BPP|S|Binding of purified proteins]	[]	STRONG
ECK120011294	H-NS	ECK120000121	bolA	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000127	cadA	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000128	cadB	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000129	cadC	-	[BPP|S|Binding of purified proteins]	[]	STRONG
ECK120011294	H-NS	ECK120001513	caiA	-	[BPP|S|Binding of purified proteins]	[IMP|W|Inferred from mutant phenotype]	STRONG
ECK120011294	H-NS	ECK120001512	caiB	-	[BPP|S|Binding of purified proteins]	[IMP|W|Inferred from mutant phenotype]	STRONG
ECK120011294	H-NS	ECK120001511	caiC	-	[BPP|S|Binding of purified proteins]	[IMP|W|Inferred from mutant phenotype]	STRONG
ECK120011294	H-NS	ECK120001510	caiD	-	[BPP|S|Binding of purified proteins]	[IMP|W|Inferred from mutant phenotype]	STRONG
ECK120011294	H-NS	ECK120002330	caiE	-	[BPP|S|Binding of purified proteins]	[IMP|W|Inferred from mutant phenotype]	STRONG
ECK120011294	H-NS	ECK120002708	caiF	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120001514	caiT	-	[BPP|S|Binding of purified proteins]	[IMP|W|Inferred from mutant phenotype]	STRONG
ECK120011294	H-NS	ECK120003990	cas1	-	[BPP|S|Binding of purified proteins],[SM|S|Site mutation]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120002398	cas2	-	[BPP|S|Binding of purified proteins],[SM|S|Site mutation]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120003995	casA	-	[BPP|S|Binding of purified proteins],[SM|S|Site mutation]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120003994	casB	-	[BPP|S|Binding of purified proteins],[SM|S|Site mutation]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120003993	casC	-	[BPP|S|Binding of purified proteins],[SM|S|Site mutation]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120003992	casD	-	[BPP|S|Binding of purified proteins],[SM|S|Site mutation]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120003991	casE	-	[BPP|S|Binding of purified proteins],[SM|S|Site mutation]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120001215	chiA	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120002063	cmoM	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120003142	csgD	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120003141	csgE	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120003140	csgF	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120003139	csgG	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120003901	csiE	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000162	cspA	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120001097	cspD	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000168	cydA	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000169	cydB	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000178	cysA	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000183	cysG	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000188	cysM	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000190	cysP	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000192	cysU	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000193	cysW	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120001819	dctR	-	[BPP|S|Binding of purified proteins]	[]	STRONG
ECK120011294	H-NS	ECK120000456	degP	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120001381	dps	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000258	entF	+	[]	[GEA|W|Gene expression analysis]	WEAK
ECK120011294	H-NS	ECK120001557	evgA	-	[BPP|S|Binding of purified proteins]	[]	STRONG
ECK120011294	H-NS	ECK120001558	evgS	-	[BPP|S|Binding of purified proteins]	[]	STRONG
ECK120011294	H-NS	ECK120001141	fau	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000291	fepE	+	[]	[GEA|W|Gene expression analysis]	WEAK
ECK120011294	H-NS	ECK120000293	fes	+	[]	[GEA|W|Gene expression analysis]	WEAK
ECK120011294	H-NS	ECK120000302	fimA	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000303	fimB	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000304	fimC	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000305	fimD	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000306	fimE	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000307	fimF	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000308	fimG	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000309	fimH	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120001899	fimI	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000313	flhC	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000314	flhD	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120001324	fliA	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis],[IMP|W|Inferred from mutant phenotype]	STRONG
ECK120011294	H-NS	ECK120000315	fliC	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK125303717	fliX	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120001325	fliZ	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis],[IMP|W|Inferred from mutant phenotype]	STRONG
ECK120011294	H-NS	ECK120000912	ftnA	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120001300	gabD	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120001301	gabP	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000354	gabT	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120002568	gadA	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120001498	gadE	-	[BPP|S|Binding of purified proteins]	[]	STRONG
ECK120011294	H-NS	ECK125242747	gadF	-	[BPP|S|Binding of purified proteins]	[]	STRONG
ECK120011294	H-NS	ECK120002125	gadW	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis],]	STRONG
ECK120011294	H-NS	ECK120002126	gadX	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000355	galE	-	[BPP|S|Binding of purified proteins]	[]	STRONG
ECK120011294	H-NS	ECK120000356	galK	-	[BPP|S|Binding of purified proteins]	[]	STRONG
ECK120011294	H-NS	ECK120001641	galM	-	[BPP|S|Binding of purified proteins]	[]	STRONG
ECK120011294	H-NS	ECK120000359	galT	-	[BPP|S|Binding of purified proteins]	[]	STRONG
ECK120011294	H-NS	ECK120001157	garK	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000014	garL	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120002379	garP	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120001158	garR	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120003961	glaH	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120002474	gltT	-	[BPP|S|Binding of purified proteins]	[]	STRONG
ECK120011294	H-NS	ECK120002475	gltU	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120002477	gltW	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis],[TAS|W|Traceable author statement]	STRONG
ECK120011294	H-NS	ECK120004246	gspA	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120001238	gspB	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120004247	gspC	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120004248	gspD	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120004249	gspE	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120004250	gspF	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120004251	gspG	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120004252	gspH	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120004253	gspI	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120004254	gspJ	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120004255	gspK	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120004256	gspL	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120002068	gspM	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120001328	gspO	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000961	gutM	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000962	gutQ	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120003641	hchA	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120001364	hdeA	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120001365	hdeB	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120001451	hdeD	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120001412	hdfR	-	[BPP|S|Binding of purified proteins]	[]	STRONG
ECK120011294	H-NS	ECK120002027	hisJ	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000006	hisM	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000445	hisP	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120002028	hisQ	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120003214	hlyE	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120003214	hlyE	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000450	hns	-	[BPP|S|Binding of purified proteins],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120002486	ileU	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120002487	ileV	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000492	ilvH	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000493	ilvI	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000517	lacA	-	[BPP|S|Binding of purified proteins]	[]	STRONG
ECK120011294	H-NS	ECK120000519	lacY	-	[BPP|S|Binding of purified proteins]	[]	STRONG
ECK120011294	H-NS	ECK120000520	lacZ	-	[BPP|S|Binding of purified proteins]	[]	STRONG
ECK120011294	H-NS	ECK120000524	leuO	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[GEA|W|Gene expression analysis],[BPP|S|Binding of purified proteins]	STRONG
ECK120011294	H-NS	ECK120002252	lhgD	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000540	lrp	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000547	malE	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000548	malF	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000549	malG	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK125302577	malH	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000564	mazE	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120001224	mazF	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120002123	mdtE	-	[BPP|S|Binding of purified proteins]	[]	STRONG
ECK120011294	H-NS	ECK120002124	mdtF	-	[BPP|S|Binding of purified proteins]	[]	STRONG
ECK120011294	H-NS	ECK120003446	mdtI	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120003447	mdtJ	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK125286392	mdtU	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120002505	micF	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000611	mukB	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120001227	mukE	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120002061	mukF	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000645	nhaA	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120001066	nhaR	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000646	nirB	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000647	nirC	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000648	nirD	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000653	nrdA	-	[BPP|S|Binding of purified proteins],[SM|S|Site mutation],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000654	nrdB	-	[BPP|S|Binding of purified proteins],[SM|S|Site mutation],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120001382	nrdD	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120004452	nrdG	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000673	osmC	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000762	proV	-	[BPP|S|Binding of purified proteins],[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[,[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000763	proW	-	[BPP|S|Binding of purified proteins],[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[,[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000764	proX	-	[BPP|S|Binding of purified proteins],[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[,[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000811	rcsA	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000812	rcsB	-	[BPP|S|Binding of purified proteins]	[]	STRONG
ECK120011294	H-NS	ECK120002250	rcsD	-	[BPP|S|Binding of purified proteins]	[]	STRONG
ECK120011294	H-NS	ECK120000826	relA	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120002511	rnpB	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120002513	rrfB	-	[BPP|S|Binding of purified proteins]	[]	STRONG
ECK120011294	H-NS	ECK120002514	rrfC	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120002515	rrfD	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120002533	rrfF	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120002517	rrfG	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis],[TAS|W|Traceable author statement]	STRONG
ECK120011294	H-NS	ECK120002518	rrfH	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120002520	rrlB	-	[BPP|S|Binding of purified proteins]	[]	STRONG
ECK120011294	H-NS	ECK120002521	rrlC	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120002522	rrlD	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120002524	rrlG	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis],[TAS|W|Traceable author statement]	STRONG
ECK120011294	H-NS	ECK120002525	rrlH	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120002527	rrsB	-	[BPP|S|Binding of purified proteins]	[]	STRONG
ECK120011294	H-NS	ECK120002528	rrsC	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120002529	rrsD	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120002531	rrsG	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis],[TAS|W|Traceable author statement]	STRONG
ECK120011294	H-NS	ECK120002532	rrsH	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120001820	slp	-	[BPP|S|Binding of purified proteins]	[]	STRONG
ECK120011294	H-NS	ECK120004460	srlA	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000959	srlB	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000960	srlD	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000958	srlE	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120000963	srlR	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
